	page #	brand	url	product	price
158	3	 adidas 	https://eshop.cataloghk.com/108fw5167.html	UNISEX ADIDAS ORIGINALS CAMPUS 80S	HK$1,199.00
159	3	 PUMA 	https://eshop.cataloghk.com/1pu37303502.html	WOMEN PUMA SMASH PLATFORM V2	HK$599.00
160	3	 Dr. Martens 	https://eshop.cataloghk.com/1dm10078001.html	UNISEX DR.MARTENS CORE 101	HK$1,199.00
161	3	 adidas 	https://eshop.cataloghk.com/108fw0432.html	BIG KIDS ADIDAS NMD_R1	HK$999.00
162	3	 adidas 	https://eshop.cataloghk.com/108fw4365.html	UNISEX ADIDAS NMD_R1	HK$1,299.00
163	3	 adidas 	https://eshop.cataloghk.com/108fx4849.html	UNISEX ADIDAS VS SET MULE	HK$429.00
164	3	 adidas 	https://eshop.cataloghk.com/108ee6355.html	LITTLE KIDS ADIDAS NMD 360	HK$499.00
165	3	 adidas 	https://eshop.cataloghk.com/108fw0431.html	BIG KIDS ADIDAS NMD_R1	HK$999.00
166	3	 Dr. Martens 	https://eshop.cataloghk.com/1dm22210001.html	UNISEX DR.MARTENS 8 EYE BOOT	HK$1,299.00
167	3	 Dr. Martens 	https://eshop.cataloghk.com/1dm24757001.html	UNISEX DR.MARTENS CORE 1461	HK$1,199.00
168	3	 Dr. Martens 	https://eshop.cataloghk.com/1dm26101032.html	UNISEX DR.MARTENS DOUBLE LINE	HK$1,199.00
169	3	 Dr. Martens 	https://eshop.cataloghk.com/1dm26100032.html	UNISEX DR.MARTENS DOUBLE LINE	HK$1,499.00
170	3	 PUMA 	https://eshop.cataloghk.com/1pu37303501.html	WOMEN PUMA SMASH PLATFORM V2	HK$599.00
171	3	 New Balance 	https://eshop.cataloghk.com/112cw997hbo.html	WOMEN NEW BALANCE 997	HK$799.00
172	3	 New Balance 	https://eshop.cataloghk.com/112cw997hbn.html	WOMEN NEW BALANCE 997	HK$799.00
173	3	 VANS 	https://eshop.cataloghk.com/105vn0a3wm7vne.html	UNISEX VANS CLASSIC COMFYCUSH AUTHENTIC	HK$650.00
174	3	 adidas 	https://eshop.cataloghk.com/108fx8543.html	WOMEN ADIDAS ORIGINALS SUPERSTAR	HK$639.00
175	3	 New Balance 	https://eshop.cataloghk.com/112ws327coc.html	WOMEN NEW BALANCE 327	HK$799.00
176	3	 New Balance 	https://eshop.cataloghk.com/112ms327sfa.html	UNISEX NEW BALANCE 327	HK$799.00
177	3	 Reebok 	https://eshop.cataloghk.com/101fv2395.html	LITTLE KIDS REEBOK ROYAL PRIME 2.0 2V	HK$259.00
178	3	 Teva 	https://eshop.cataloghk.com/1661116376brnbw.html	WOMEN TEVA FLATFORM UNIVERSAL STRIPE	HK$799.00
179	3	 Teva 	https://eshop.cataloghk.com/1661004006rwbc.html	MEN TEVA ORIGINAL UNIVERSAL	HK$499.00
